,history,response,speaker,knowledge_base,dialogue_id,corrupted_response,corrupt_entity,original_entity,hallucination_tags,corrupt_relation,corrupt_history
11747,"['Can you give me an idea about David O. Russell ? What movies of his I can watch ?', 'He wrote the movie Three Kings . Are you a fan of adventure films ?', 'Yes , I do like this genre . Is it the one with George Clooney ?', 'Not sure , but it did star Ice Cube . You might also enjoy Undercover Brother .', ""Oh , interesting suggestion . I like Ice Cube , but when he 's in a comedy , not a thriller . What genre is that movie ?"", ""That movie is definitely a comedy , but you might call it a parody , too . There 's a lot of action in it , as well .""]",That 's exactly what I am in the mood for tonight . Some parody woould be awsome . Can you suggest anything else in this genre ?,user,"{'paths': [['Parody', '~has_genre', 'Disaster Movie'], ['Disaster Movie', 'starred_actors', 'Ike Barinholtz']], 'render': 'Parody has examples: Disaster Movie. Disaster Movie is starring Ike Barinholtz'}",5319,that 's exactly what i am in the mood for tonight . some the return of the pink panther woould be awsome . can you suggest anything else in this genre ?,['The Return of the Pink Panther'],['Parody'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'I-HALLUC', 'I-HALLUC', 'I-HALLUC', 'I-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['Subject'],"['Can you give me an idea about David O. Russell ? What movies of his I can watch ?', 'He wrote the movie Three Kings . Are you a fan of adventure films ?', 'Yes , I do like this genre . Is it the one with George Clooney ?', 'Not sure , but it did star Ice Cube . You might also enjoy Undercover Brother .', ""Oh , interesting suggestion . I like Ice Cube , but when he 's in a comedy , not a thriller . What genre is that movie ?"", ""That movie is definitely a comedy , but you might call it a parody , too . There 's a lot of action in it , as well .""]"
2150,"['Could you recommend work by Cheryl Strayed ?', 'Wild : From Lost to Found on the Pacific Crest Trail']",Was n't that made into a movie with Reese Witherspoon ? Has Cheryl Strayed written anything else ?,user,"{'paths': [['Wild: From Lost to Found on the Pacific Crest Trail', 'written_by', 'Cheryl Strayed']], 'render': 'Wild: From Lost to Found on the Pacific Crest Trail is written by Cheryl Strayed'}",4842,was n't that made into a movie with simon cowell witherspoon ? has italian written anything else ?,"['Italian', 'Simon Cowell']","['Reese', 'Cheryl Strayed']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'U-HALLUC', 'O', 'O', 'O', 'O']",,
4005,"['Can you recommend something by Jennifer L Armentrout ?', ""Definitely .   She 's wrote many great books , including Wicked , White Hot Kiss , and Wait for You . Have you heard of any of them ?"", ""I have not .   This author was recommended to me .   Is Wicked the same as the musical that 's been so popular ?"", ""While the title is the same , Armentrout 's Wicked was only released in 2014 , much later than the musical gained popularity .   They are both wonderful , though !""]",Oh ok .   Well now I 'm interested in the musical LOL   Can you tell me who wrote the play ?,user,"{'paths': [['2014', '~release_year', 'Wicked'], ['Wicked', 'written_by', 'Winnie Holzman']], 'render': '2014 was the year that released Wicked. Wicked is written by Winnie Holzman'}",4537,oh ok .   well now i 'm interested in the musical coraline   can you tell me who wrote the play ?,['Coraline'],['LOL'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,
24026,"['Can you recommend me some movies by director Phillip Noyce ?', 'Phillip Noyce starred in The Bone Collector']",Who starred in this movie ? Is it an action movie ?,user,"{'paths': [['The Bone Collector', 'written_by', 'Jeffery Deaver']], 'render': 'The Bone Collector is written by Jeffery Deaver'}",4535,who starred in this movie ? is it an action movie ?,[],[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[],"['Can you recommend me some movies by director Phillip Noyce ?', 'Phillip Noyce starred in The Bone Collector']"
6439,['Any book recommendations like the Beloved ?'],Do you like it because it 's historical fiction ?,assistant,"{'paths': [['Beloved', 'has_genre', 'Historical fiction']], 'render': 'Beloved has genre Historical fiction'}",5162,do you like it because it 's hotel on the corner of bitter and sweet ?,['Hotel on the Corner of Bitter and Sweet'],['Historical fiction'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'I-HALLUC', 'I-HALLUC', 'I-HALLUC', 'I-HALLUC', 'I-HALLUC', 'I-HALLUC', 'L-HALLUC', 'O']",['has_genre'],
2454,['Can you recommend authors related to Art Spiegelman ?'],Spiegelman was influenced by Maurice Sendak who wrote Where the Wild Things Are .   Do you like that book ?,assistant,"{'paths': [['Art Spiegelman', 'Influenced By', 'Maurice Sendak']], 'render': 'Art Spiegelman : `Influenced By`: Maurice Sendak'}",5323,stardust was influenced by the killing room who wrote where hurt locker .   do you like that book ?,"['The Killing Room', 'Hurt Locker', 'Stardust']","['Spiegelman', 'the Wild Things Are', 'Maurice Sendak']","['U-HALLUC', 'O', 'O', 'O', 'B-HALLUC', 'I-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'B-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,
4741,['I like the film Moon . What year was it released ?'],"The sci fi movie starring Kevin Spacey , Moon was released in 2009",assistant,"{'paths': [['Moon', 'starred_actors', 'Kevin Spacey']], 'render': 'Moon is starring Kevin Spacey'}",4960,"the lady midnight movie starring french , mirror mirror was released in 8 mile","['Lady Midnight', '8 Mile', 'French', 'Mirror Mirror']","['sci fi', 'Moon', 'Kevin Spacey', '2009']","['O', 'B-HALLUC', 'L-HALLUC', 'O', 'O', 'U-HALLUC', 'O', 'B-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'B-HALLUC', 'L-HALLUC']",,
12268,['What do you think about the Miami Dolphins this year ?'],"The Dolphins are 5 - 6 in the AFC East right now , so they are doing pretty well .   The owner , Stephen Ross must be pretty happy . Are they your favorite team ?",assistant,"{'paths': [['Miami Dolphins', '~Team Owned', 'Stephen M. Ross']], 'render': 'Miami Dolphins : `~Team Owned`: Stephen M. Ross'}",4776,"the 7 are rapunzel - 6 in caddyshack right now , so they are doing pretty well .   the owner , one must be pretty happy . are they your favorite team ?","['one', '7', 'Caddyshack', 'Rapunzel']","['the AFC East', 'Dolphins', 'Stephen Ross', '5']","['O', 'U-HALLUC', 'O', 'U-HALLUC', 'O', 'O', 'O', 'U-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[],['What do you think about the Miami Dolphins this year ?']
24289,"['what do you think about john lennon ?', 'He had some good movies like Yellow Submarine . Did you know that Paul McCartney acted in this film ?']","What an interesting fact , I did n't know that . Is it true that Paul McCartney also starred in Last Play at Shea ?",user,"{'paths': [['Paul McCartney', '~starred_actors', 'Last Play at Shea']], 'render': 'Paul McCartney starred in Last Play at Shea'}",4228,"what an interesting fact , i did n't know that . is it true that paul mccartney also starred in last play at shea ?",,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['Film appeared in'],"['what do you think about john lennon ?', 'He had some good movies like Yellow Submarine . Did you know that Paul McCartney acted in this film ?']"
18225,"['Do you know which Spider - Man movie is the best ?', 'I think any movie with Tobey Maguire is great ! Are you a fan of his ?', 'Not really . I did like him in Spiderman and Pleasantville .', ""Did you see him in Seabiscuit ?   It 's a great historical film ."", 'Yes I saw that film , but I am not a big fan of historical films .']","Well if you liked Pleasantville , check out 12 Monkeys .   That 's also a Dystopia film",assistant,"{'paths': [['Pleasantville (Comedy-drama Film)', 'has_genre', 'Dystopia'], ['Dystopia', '~has_genre', '12 Monkeys']], 'render': 'Pleasantville (Comedy-drama Film) has genre Dystopia. Dystopia has examples: 12 Monkeys'}",4218,"well if you liked pleasantville , check out 12 monkeys .   that 's also a dystopia film",,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,
5273,"['Can you recommend any books similar to O Alquimista ?', 'The author Paulo Coelho also wrote the book Brida']",It looks like it 's Portuguese language .   Is that correct ?   When was Brida written ?,user,"{'paths': [['Brida', 'written_by', 'Montserrat Mira']], 'render': 'Brida is written by Montserrat Mira'}",4326,it looks like it 's portuguese language .   is that correct ?   when was paulo coelho written ?,['Paulo Coelho'],['Brida'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'L-HALLUC', 'O', 'O']",['written_by'],
4763,"['Do you have American Beauty ?', 'American Beauty is written by Alan Ball . Would you like to see other things he has written ?', 'Has he written anything in the Thriller Category ?']","What about True Blood , it has genre Urban fantasy ?",assistant,"{'paths': [['True Blood', 'has_genre', 'Urban fantasy']], 'render': 'True Blood has genre Urban fantasy'}",4981,"what about mystery , it has genre verghese fantasy ?","['Verghese', 'Mystery']","['True Blood', 'Urban']","['O', 'O', 'U-HALLUC', 'O', 'O', 'O', 'O', 'U-HALLUC', 'O', 'O']",,
13143,"['do you like the arizona cardinals ?', 'I do , I think their head coach Bruce Arians is the best coach in the NFC West .']",Is n't the San Francisco 49ers in that same division ?,user,"{'paths': [['NFC West', '~Division', 'San Francisco 49ers']], 'render': 'NFC West : `~Division`: San Francisco 49ers'}",6184,is n't the two princeton in that same division ?,"['two', 'Princeton']","['49ers', 'San Francisco']","['O', 'O', 'O', 'U-HALLUC', 'U-HALLUC', 'O', 'O', 'O', 'O', 'O']",['Sport Team Location'],"['do you like the arizona cardinals ?', 'I do , I think their head coach Bruce Arians is the best coach in the NFC West .']"
2071,['Do you enjoy watching Robert Lewandowski play ?'],Robert Lewandowski that plays for the Poland National football team ?,assistant,"{'paths': [['Robert Lewandowski', '~Player statistics', 'Poland national football team']], 'render': 'Robert Lewandowski : `~Player statistics`: Poland national football team'}",4721,the cotton club that plays for jennifer aniston football team ?,"['Jennifer Aniston', 'The Cotton Club']","['the Poland National', 'Robert Lewandowski']","['B-HALLUC', 'I-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'B-HALLUC', 'L-HALLUC', 'O', 'O', 'O']",,
9112,['What do you know of the book Brisingr ?'],"It is a young - adult fiction book written by Christopher Paolini , have you read it ?",assistant,"{'paths': [['Brisingr', 'written_by', 'Christopher Paolini']], 'render': 'Brisingr is written by Christopher Paolini'}",5079,"it is a young - adult fiction book written by brisingr , have you read it ?",['Brisingr'],['Christopher Paolini'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O']",['written_by'],
11934,"[""do you have information on under the dome ? i 'd like to read it .""]",Under the Dome is written by Stephen King and released 2009 .,assistant,"{'paths': [['Under the Dome', 'release_year', '2009']], 'render': 'Under the Dome was released 2009'}",4313,under the billy boyd is written by this year and released adam sandler .,"['Adam Sandler', 'this year', 'Billy Boyd']","['2009', 'Stephen King', 'Dome']","['O', 'O', 'B-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'B-HALLUC', 'L-HALLUC', 'O', 'O', 'B-HALLUC', 'L-HALLUC', 'O']",['release_year'],"[""do you have information on under the dome ? i 'd like to read it .""]"
2281,"['What do you know about the Fast Five ?', 'Happy to answer that for you ! Fast Five is written by Gary Scott Thompson and Chris Morgan . It stars Vin Diesel . Are you a fan ?', 'I like cars , are there other movies like the Fast Five ?']",2 Fast 2 Furious is a great one . Paul Walker and Cole Hauser star in that one .,assistant,"{'paths': [['2 Fast 2 Furious', 'starred_actors', 'Cole Hauser']], 'render': '2 Fast 2 Furious is starring Cole Hauser'}",5032,alien fast alien furious is a great one . voyager and cole hauser star in that one .,"['Voyager', 'Alien']","['2', 'Paul Walker']","['U-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,
258,"['Could you recommend anything by Joseph Gordon - Levitt ?', 'Sure . Joseph Gordon - Levitt starred in Looper alongside Bruce Willis .   Have you seen that one ?', ""No I have n't , Can you tell me something about Looper ?"", 'Looper is a Sci - Fi film directed and written by Rian Johnson .   It also stars Emily Blunt .', 'What genre is it ?', ""It 's a Sci - Fi / Action / Thriller .   Do you like any of those genres ?"", ""What movies would you recommend that 's in the thriller genre ?"", 'You might like Shark Night , starring Katharine McPhee , or Zodiac .', 'Who else starred in Shark Night ?', 'Shark Night also stars Kyla Pratt and Dustin Milligan .', 'What else has Dustin Milligan starred in ?']",Dustin Milligan also stars in the movie Slither .,assistant,"{'paths': [['Slither', 'starred_actors', 'Dustin Milligan']], 'render': 'Slither is starring Dustin Milligan'}",4440,paul sorvino also stars in the movie slither .,['Paul Sorvino'],['Dustin Milligan'],"['B-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['is-a'],"['Could you recommend anything by Joseph Gordon - Levitt ?', 'Sure . Joseph Gordon - Levitt starred in Looper alongside Bruce Willis .   Have you seen that one ?', ""No I have n't , Can you tell me something about Looper ?"", 'looper is a sci - fi film directed and written by rian johnson .   it also stars emily blunt .', 'What genre is it ?', ""It 's a Sci - Fi / Action / Thriller .   Do you like any of those genres ?"", ""what movies would you recommend that 's in the thriller genre ?"", 'you might like un , starring the boston celtics , or robert louis stevenson .', 'Who else starred in Shark Night ?', ""the green mile also stars hotel rwanda and sam smith 's ."", 'what else has dustin milligan starred in ?']"
12732,"['I like Baltimore Ravens', 'They are 2nd in the AFC North . Do you how they played today ?', ""I do n't know about that"", 'do you follow any other teams ?', 'i follow pittsburgh steelers']","Well , they are 1st in the AFC North .",assistant,"{'paths': [['Pittsburgh Steelers', '~Team', '""1""']], 'render': 'Pittsburgh Steelers : `~Team`: ""1""'}",5554,"well , they are titan in today .","['today', 'Titan']","['the AFC North', '1st']","['O', 'O', 'O', 'O', 'U-HALLUC', 'O', 'U-HALLUC', 'O']",[],"['I like Baltimore Ravens', 'They are 2nd in the AFC North . Do you how they played today ?', ""I do n't know about that"", 'do you follow any other teams ?', 'i follow pittsburgh steelers']"
117,"['Could you recommend some movies that star the actor , Paul Sorvino ?', 'Paul Sorvino starred in The Stuff and The Rocketeer .']","The Stuff , did Garrett Morris and Danny Aiello also star in that ?",user,"{'paths': [['The Stuff', 'starred_actors', 'Garrett Morris']], 'render': 'The Stuff is starring Garrett Morris'}",4307,"the stuff , did romance and danny aiello also star in that ?",['Romance'],['Garrett Morris'],"['O', 'O', 'O', 'O', 'U-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['starred_actors'],"['Could you recommend some movies that star the actor , Paul Sorvino ?', 'paul sorvino starred in the stuff and the rocketeer .']"
12817,['could you recommend a book by david sedaris'],He wrote When You Are Engulfed in Flames and Naked . Have you read either of those ?,assistant,"{'paths': [['David Sedaris', '~written_by', 'When You Are Engulfed in Flames']], 'render': 'David Sedaris wrote When You Are Engulfed in Flames'}",5682,he wrote when the bourne identity in dean koontz and naked . have you read either of those ?,"['Dean Koontz', 'The Bourne Identity']","['You Are Engulfed', 'Flames']","['O', 'O', 'O', 'B-HALLUC', 'I-HALLUC', 'L-HALLUC', 'O', 'B-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['release_year'],['could you recommend a book by david sedaris']
6461,"['Could you recommend a book written by James Patterson ?', ""Sure . He wrote You 've Been Warned as well as zoo and of course many others . Have you read the one 's i mentioned ?"", ""I have n't read either of them . Do you know what genre Zoo is ?"", 'Sure . Zoo is a thriller and it was released in 2012 . It is a very good book .']",Was n't there a Zoo also written by Michael Ledwidge ?,user,"{'paths': [['Zoo', 'written_by', 'Michael Ledwidge'], ['Michael Ledwidge', '~written_by', 'I, Michael Bennett']], 'render': 'Zoo is written by Michael Ledwidge. Michael Ledwidge wrote I, Michael Bennett'}",5172,was n't there a zoo also written by the dangerous days of daniel x ?,['The Dangerous Days of Daniel X'],['Michael Ledwidge'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'I-HALLUC', 'I-HALLUC', 'I-HALLUC', 'I-HALLUC', 'L-HALLUC', 'O']",['written_by'],
12932,"['do you like the movie 300 ?', 'I have not watched that movie . But I heard it was good . I am a fan of its creator , Frank Miller . Have you seen it ?', ""I think my brother likes it , but I 'm not much for that type of movie . Who stars in it ?"", '300 stars Michael Fassbender and Gerard Butler to name a few . It is a war and fantasy film . Are you fond of watching these types of movies ?', 'It depends on the level of carnage , I love Gerard Butler though . Do you know of anything else he has been in ?']","Gerard Butler starred in Olympus Has Fallen , Playing for Keeps and Mrs. Brown . I have only seen the first movie that I mentioned . It is an action film .",assistant,"{'paths': [['Gerard Butler', '~starred_actors', 'Olympus Has Fallen'], ['Olympus Has Fallen', 'starred_actors', 'Cole Hauser']], 'render': 'Gerard Butler starred in Olympus Has Fallen. Olympus Has Fallen is starring Cole Hauser'}",5843,"second starred in kenneth nkosi , playing for mask and mrs. notes . i have only seen the the phantom tollbooth movie that i mentioned . it is an action film .","['second', 'Kenneth Nkosi', 'The Phantom Tollbooth', 'Mask', 'Notes']","['Gerard Butler', 'Keeps', 'Brown', 'Olympus Has Fallen', 'first']","['U-HALLUC', 'O', 'O', 'B-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'U-HALLUC', 'O', 'O', 'O', 'U-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'I-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['release_year'],"['do you like the movie 300 ?', 'I have not watched that movie . But I heard it was good . I am a fan of its creator , Frank Miller . Have you seen it ?', ""I think my brother likes it , but I 'm not much for that type of movie . Who stars in it ?"", '300 stars Michael Fassbender and Gerard Butler to name a few . It is a war and fantasy film . Are you fond of watching these types of movies ?', 'It depends on the level of carnage , I love Gerard Butler though . Do you know of anything else he has been in ?']"
